,index,Unnamed: 0,0,1
2914,2914,2914,Здравствуйте как мне получить карту кредитную с лемитом 15000 взамен утраченой ту я заблокировал ,16
2915,2915,2915,Подскажите как мне зарегистрироваться в  своём кабинете?  ,8
2916,2916,2916,"Здравствуйте,можо ли увеличить лимит имеющейся кредитной карты? ",10
2917,2917,2917,"Здравствуйте, ипотечный менеджер сказала, что с кредитным договором можно онакомится на сайте сбербанка  ",22
2918,2918,2918,"Здравствуйте!  Хочу подать заявление на кредит. Зп серая, в справке по форме банка бухгалтерия может указать реальную зп, но в трудовом договоре зп официальная. Это критично? ",52
2919,2919,2919,Здраствуйте Алина мне нужен 350000 р  ,20
2920,2920,2920,выпускает ли Сбербанк карты американ экспресс ,19
2921,2921,2921,Мне нужна кредитная карта на сумму до 100 тыс.рублей ,54
2922,2922,2922,Здравствуйте! Можете рассчитать общую сумму переплаты по кредиту? ,74
2923,2923,2923,Когда можно будет воспользоваться образовательным кредитом с гос.поддержкой? ,63
2924,2924,2924,"Здравствуйте, можно рассчитать кредит на 400 000,на 60 месяцев.при зарплате 15 000. Спасибо ",75
2925,2925,2925,Здравствуйте! Хотел бы получить кредитную карту. Мгновенной выдачи. Это возможно? ,46
2926,2926,2926,Я бы хотела взять кредит  ,20
2927,2927,2927,"Хотела оформить потребительский кредит, 30000руб на 2 года. Онлайн форма отвечает, что по таким данным невозможно оформить. В чем причина?  ",68
2928,2928,2928,Немогу устоновить сбербанк ,71
2929,2929,2929,Наталья добрый день. Подскажите пожалуйста есть вероятность одобрения кредита зарплатный проект ,65
2930,2930,2930,"Мы брали в Вашем банке ипотеку на квартиру и досрочно ее погасили.Сейчас нам предложили очень хороший вариант дома,но не хватает финансов Вы не подскажете сможет ли ваш банк дать ипотеку для покупки дома для молодой семьи  ",51
2931,2931,2931,"Взять кредит,  ",20
2932,2932,2932,Хочу уточнить статус заявки  на  кредит  23.06 ,36
2933,2933,2933,Какие нужны требуемые документы для оформления кредита ,52
2934,2934,2934,Я хочу взять кредит  на сумму  150 000  ,20
2935,2935,2935,"Здравствуйте, можно ли отправить перевод из г.Тольятти в г.Ростов-на-дону до востребования без адреса определенного отделения банка? ",58
2936,2936,2936,Меня интересует кредит ,20
2937,2937,2937,Кридт 30 т р ,20
2938,2938,2938,"Здравствуйте Наталья. Хотела бы взять кредит на кредит, строительство. ",20
2939,2939,2939,составил заявку на автокредит.  ,36
2940,2940,2940,Здравствуйте. Можно узнать статус заявки по кредиту? ,36
2941,2941,2941,Что нужно чтоб получить кредит? Я получаю пенсию у вас ,16
2942,2942,2942,Добрый день. Хотела взять в банке кредит на сумму 60 тысяч рублей. Какие процентные ставки и какие условия для получения кредита.  ,51
2943,2943,2943,мне нужна  ипотечний кредит ,51
2944,2944,2944,"Мне нужно перевести частному лицу деньги из-за рубежа. Я прочитал памятку, в принципе все понятно. Один вопрос: взымается ли комиссия при выдече перевода наличными? ",58
2945,2945,2945,Здравствуйте Нвстя.Могу ли взятькредит на покупку земельного участка если да то сколько на какой срок и под какой процент ,51
2946,2946,2946,Подскажите пожалуйста мне выпустили карту могу ли я узнать о сумме на ней  ,25
2947,2947,2947,Здравствуйте! Возможно ли получить образовательный кредит в Новосибирске? ,51
2948,2948,2948,Здравствуйте! Я бы хотелбы узнать какой вклад сделать в вашем банке что бы начисление шло на карту каждый месяц? ,18
2949,2949,2949,Подскажите сколько будет выходить по стоимость карта в год? ,50
2950,2950,2950,Я магу киридит визат ,52
2951,2951,2951,Получение кредита на личные нужды ,51
2952,2952,2952,"Здравствуйте, а я бы хотела взять кредит, и хочу поинтересоваться, я сижу в декрете мне дадут кредит? ",65
2953,2953,2953,Я хотел бы получить карту Momentum и меня интересует смогу ли я оплачивать с нее покупки в сети интернет? ,16
2954,2954,2954,зайти не могу на свой кабинет. это сбой? ,67
2955,2955,2955,Могут ли иностранные граждани взять потребительский кредит на небольшую сумму ,51
2956,2956,2956,как оплатить электроэнергию???  ,29
2957,2957,2957,"Добрый день, Елена! Подскажите, могу ли я оформить карту Мир для получения пенсии заранее - оформить сейчас, а пенсию получать с марта следующего года? ",54
2958,2958,2958,Хочу взять в Вашем банке кредит для покупки дачного участка! ,51
2959,2959,2959,Здравствуйте! Хотел купить дом готовый оформить ипотеку пару месяцев назад одобрили под 14 % но не смог оформить дом хозяин попал в больницу. но нашел час другой дом и хочу узнать не откажут мне в ипотеке час и можноли проценты пониже взять ? Данный дом находиться в ипотеке они развелись и продают смогу ли я такой дом оформить? ,64
2960,2960,2960,"Оставлял онлайн заявку на кредит, пришёл отказ. ",72
2961,2961,2961,Хотел бы взять кредит ,20
2962,2962,2962,Для получения ипотеки нп ижс требуется ли смета на строительство? ,51
2963,2963,2963,Возможно взять ипотеку без первоначального взноса? На новостройку  ,51
2964,2964,2964,здравствуйте хочу взять кредит наличными 200000 ,51
2965,2965,2965,"Здравствуйте. Скажите, пожалуйста, можно увеличить сумму кредитной карты?  ",10
2966,2966,2966,"Здравствуйте Диана,я военный по контракту,хочу взять кредит 600000руб,какая процентная ставка и сколько я переплачиваю за три года,и сколько должен платить в месяц,регион Дагестан ",74
2967,2967,2967,Здравствуйте подскажите почему у меня в онлайн банке виден ещё один счёт или карта с таким-же балансом как и на моей карте и она помечен замком. Спасибо  ,0
2968,2968,2968,"Здраствуйте Анастасия..моя заработная плата переводится на карту вашего банка и будет перевозиться на неё же...работаю морякморяком..с марта месяца дома, следующий рейс в сентябре...хочу взять кредит в размере 100 т.р.  ",20
2969,2969,2969,Хочу взять автокредит без первоначального взноса  ,51
2970,2970,2970,"добрый день! подскажите, при оформлении ипотеки есть акция для молодых семей, чем определеяется молодая семья? ",45
2971,2971,2971,Хочу взять кредит ,20
2972,2972,2972,А как дальше оформить кредит? ,7
2973,2973,2973,"здравствуйте, подскажите пожалуйста, в какой срок можно забрать перевод? ",58
2974,2974,2974,Возможно ли мне получить универсальную кредитную карту ,54
2975,2975,2975,Здравствуйте есть у вас кредитные карты со сгятием налички без процентов? ,19
2976,2976,2976,"Добрый день! Подскажите нужно ли иметь собственные средства на первоначальный взнос, если есть материнский капитал.  ",52
2977,2977,2977,Я не могу зайти в сбербанк онлайн. Что делать? ,67
2978,2978,2978,здраствуйте не могу заполнить заявку на кредит через личный кабинет все попробовал нет функции подтвердить плохо работает к сожалению придется  обращаться в другой банк наладте работу интернет приложений очень у вас все некоректно работает! ,68
2979,2979,2979,"Меня интерисует карта Сбербанка. Я сейчас онлайн оформила дебетовую классическую карту. Только я не поняла, на ней уже будет сумма, или я просто могу на нее дожить деньги и снимать? Поясните мне пожалуйста ",50
2980,2980,2980,Здравствуйте Дарья.Как бы мне добавить на мою кредитную карту 10000 руб.? ,10
2981,2981,2981,Здравствуйте! Как пополнить карту Сбербанка с карты другого банка по номеру карты? ,29
2982,2982,2982,Здраствуйте Анастасия.Какой кредит доступен мне в вашем банке? ,20
2983,2983,2983,Могу ли я взять кредит 15000 т р.? ,52
2984,2984,2984,Доброе утро! Второй день не могу войти в онлайн. Не присылайте код. Что делать ,69
2985,2985,2985,"Здравствуйте,Диана!  А мне возможно получить кредитную карту? ",54
2986,2986,2986,"Здравствуйте, Екатерина! Подскажите, могу я оформить кредит на сумму в районе 70тысяч рублей и на каких условиях?  ",16
2987,2987,2987,Хочу взять кредит  ,20
2988,2988,2988,Здравствуйте мне пришло СМС сообщение от сбербанк что есть возможность взять кредит на 182000 рублей??? ,16
2989,2989,2989,Могу ли я узнать одобрят мне кредит или нет? ,65
2990,2990,2990,Я хотела бы взять кредит ,20
2991,2991,2991,"Здравствуйте, хочу взять кредит. В размере 22 000р сроком на 5 месяцев. Но не вижу пункта для чего то подобного. ",20
2992,2992,2992,"Здраствуйте, хотела бы звать кредит ",20
2993,2993,2993,"Здравствуйте, можно ли узнать почему не был совершен перевод по заявлению №3635449. Деньги до получателя не дошли. ",37
2994,2994,2994, Здравствуйте. Я бы хотела оформить кредитную карту ,16
2995,2995,2995,"Добрый день! Подскажите у меня отец вышел на пенсию в 60, в этом году ему 61. Он хотел купить нам с женой квартиру в ипотеку. Возможно ли это  ",51
2996,2996,2996,"Здравствуйте,могу ли я получая пенсию по инвалидности на ребенка ,взять кредит на покупку жилья? Пенсия 23000 ",51
2997,2997,2997,Здравствуйте  как  можно подать заявку на кредит? ,16
2998,2998,2998,"Здравствуйте,Инна. Подскажите,как посмотреть в личном кабинете статус заявки на кредит. ",36
2999,2999,2999,Как можно получить кредитную карту ? ,19
3000,3000,3000,Здравствуйте. Я бы хотела узнать сколько процентов за перевод через мобильный банк сбербанка на росселтхоз банк от 6000 р ,58
3001,3001,3001,"17.07.17г. у меня истекает срок обслуживание зарплатной карты &amp, quot, классическая&amp, quot, . Возможно ли ее перевыпустить на &amp, laquo, Momentum&amp, raquo,  Visa? Действует ли данная карта за границей? Является ли она именной? ",55
3002,3002,3002,Здравствуйте! Хочу взять потребительский кредит в сбербанке и меня интересует под какой процент я попадаю?. Спасибо ,52
3003,3003,3003,"Здравствуйте. Вопрос: моя пенсия приходит на карту Вашего банка. В августе карту надо менять, потому что срок действия заканчивается. Надо ли, получив новую карту, идти в пенсионный фонд и сообщать номер новой карты или пенсия будет автоматически поступать на новую карту? Спасибо ",0
3004,3004,3004,Интересует кредит. Пришла смс  ,32
3005,3005,3005,Я получаю на карту сбербанка зарплату и хочу взять кредит ,20
3006,3006,3006,Хотел бы взять кредит на постройку дома. Возможно ли. ,51
3007,3007,3007,Желаю оформить кредитную карту ,16
3008,3008,3008,"Здравствуйте, я хотел кредит оформить ",16
3009,3009,3009,"Добрый день! Светлана мне пришло СМС что мне могут одобрить кредит на особых условий,обьесните условия получения кредита ",32
3010,3010,3010,Здравствуйте я хотел бы узнать под какой % мне возможно взять кредит ,52
3011,3011,3011,"Здравствуйте,я бы хотел узнать у Вас насчет кредита,какие дткументы необхтдимы для получения кредита в размере до 1000000 ",52
3012,3012,3012,"Здравствуйте! Интересуют Ваши ипотечные продукты. Официальная работа это мое ИП, оборот хороший ежемесячный но работаю как ИП с августа 2016. Какой минимальный срок работы необходим и какие требуемые документы для подтверждения. Форма УСН 6%, все обороты проходят через р/с ",52
3013,3013,3013,Здравствуйте! Являюсь военным пенсионером.Есть непогашенный кредит в Сбербанке. Могу взять ещё один кредит?  ,51
3014,3014,3014,"Здравствуйте, меня интересует кредит ",20
3015,3015,3015,объясните почему ваши расчёты и расчёты на сайте ДомКлик очень разняться? ,0
3016,3016,3016,"Ситуация такая, я переводил деньги с киви на карту, они не дошли ща 5 суток  ",0
3017,3017,3017,Я хочу оформить кредит онлайн?есть такая возможность? ,16
3018,3018,3018,"Здраствуйте как я могу оформить кредит в кредит, он-лайне ",16
3019,3019,3019,Оператор завершил работу с окном чата.,51
3020,3020,3020,"Добрый день!  Помогите заявку подать на кредит, что- то не получается!  ",16
3021,3021,3021,Пришло смс с предложением 80 тысяч на 5 лет только по паспорту оно еще актуально ,32
3022,3022,3022,Я хочу получить карту кредитную что для этого надо ,19
3023,3023,3023,"Здравствуйте, я подал заявку на получение кредита через Сбербанк онлайн и уже неделю висит статус рассмотрения ",44
3024,3024,3024,Здравствуйте. Меня интересует рефенансирование кредита ,52
3025,3025,3025,"Здравствуйте. Могут мне одобрить  кредит ,если у меня одна из кредитных карт заблокирована ?? ",52
3026,3026,3026,Яхачу взять небольшой кредит ,20
3027,3027,3027,Владимир подскажите пожалуйста могу ли я у вас оформить кредит на разведении с/х хозяйства ,16
3028,3028,3028,Как можно оформить кредит через онлайг ,16
3029,3029,3029,Я являюсь клиентом сбербанка. Являюсь держателем дебетовой карты. Какой минимальный процент по кредиту я могу получить? Спасибо. ,52
3030,3030,3030,Могу ли я взять кредит до 20000 рублей ,20
3031,3031,3031,у меня есть 3 кредита я хочу узнать дадут мне еще один  ,52
3032,3032,3032,"Подскажите пожалуйста, могу ли я получить кредитную карту наминолом в 25 000 рублей. ",54
3033,3033,3033,"Здравствуйте,  подскажите пожалуйста образовательных кредит восстановили и есть ли какие новости по этому вопросу  ",63
3034,3034,3034,"При вхоле в приложение, пишет: &amp, quot, В вашей сети обнарцжена подозрительная активность... &amp, quot,  ",67
3035,3035,3035,Здравствуйте как мне оставить заявку на приобретение кредитной карты лимит которой до 120000руб  ,16
3036,3036,3036,"Здравствуйте, как оформить  кредитную карту онлайнонлайн? ",16
3037,3037,3037,Подскажите хочу открыть у вас вот такую карту Кредитная карта мгновенной выдачи Visa Classic ,16
3038,3038,3038,"Здравствуйте, будьте добры , подскажите пожалуйста как узнать, статус изготовления дебетовой карты. Подавал заявку онлайн. ",35
3039,3039,3039,Я держатель зарплатной карты сбербанка мне нужен кредит на 80000 рублей ,20
3040,3040,3040,Какова вероятность одобрения стоит ли обращаться в отделение банка ,65
3041,3041,3041,Моя карта заблокирована как ей. Начать пользоваться ,27
3042,3042,3042,Подскажите пож Ольга..как распечатать чек о послед оплате.проводила опл.в терминале сбер.банка с карточки сегодня. ,31
3043,3043,3043,"вклад сохраняй. звоню сотый раз и все говорят по-разному через раз, то можно снимать капитализированные проценты то нельзя. так можно их чёрт вас возьми снимать или нет эти капитализированные проценты? на сайте написано снимать можно или это надо понимать наоборот ",57
3044,3044,3044,Как подать заявку на потреб.кредит ,16
3045,3045,3045,"Здравствуйте, я бы хотела узнать при расторжении вклада сохраняй мне сразу можно воспользоваться деньгами ? ",57
3046,3046,3046,"Планирую взять кредит,50 тысяч как я могу это сделать? ",16
3047,3047,3047,"Я не работает ,сможет взять денег от 15т руб месяц кредит? ",51
3048,3048,3048,"Здраствуйте Наталья,взять кредит,что нужно сделать? ",16
3049,3049,3049," Здравствуйте! Можно узнать,карта изготавливается сразу после заявки или ещё какое-то время идёт проверка документов?  ",54
3050,3050,3050,Мне нужен кредит на достройку собственного дома в размере 500000тысяч рублей ,20
3051,3051,3051,Я бы хотела оформить кредит 5000 ,51
3052,3052,3052,"Мне смской прислали код индивидуального дизайна Карты, что мне дальше делать с этой информацией и сколько времени занимает изготовление карты? ",16
3053,3053,3053,Проконсультировать в получении кредита ,52
3054,3054,3054,Можете мне предоставить кредит на 500000 ,20
3055,3055,3055,Хотелось узнать по поводу карты Халва ,50
3056,3056,3056,"Здравствуйте,заказал индивидуальный дизайн карты,но ,к сожалению,его отклонили по причине &amp, quot, изображение сексуального характера&amp, quot, ,с которой я не согласен,т.к. на картинке изображена девушка с бокалом.Возможно ли как-то апеллировать к данному решению,потому что данное изображение важно для меня .и что делать если нет,т.к. карту с другим дизайном я не хочу  ",54
3057,3057,3057,Хочу оформить кредит ,16
3058,3058,3058,Здравствуйте я бы хотел оформить в кредит 10000 рублей ,16
3059,3059,3059,Добрый день! Подскажите пожалуйста   при ипотечном кредитовании на приобретение готового жилья достаточно ли материнского капитала в качестве первоначального взноса? ,52
3060,3060,3060,Строительство дома кредит  ,16
3061,3061,3061,доброго времени суток хотел узнать готова ли моя карта  ,35
3062,3062,3062,Хотела перевести деньги сестре на карту что то не то начала и не получается пишут заблокировали ,29
3063,3063,3063,"Возможно у вас получить кредит,работая не официально? ",51
3064,3064,3064,А можно ли в зять кредит  ,51
3065,3065,3065,Могу ли я получить кредит ,52
3066,3066,3066,Как падать заявку на кредитную карту ,16
3067,3067,3067,Где найти образец предварительного договора купли -продажи квартиры по ипотеке на сайте? ,22
3068,3068,3068,"Здравствуйте,можно увеличить лимит кредитной карты? ",10
3069,3069,3069,Здравствуйте! В течении какого времени можно забрать карту из отделения? ,62
3070,3070,3070,"Здравствуйте я хочу взять кредит, зарплатным клиентом не являюсь,могу ли я подать кредит, он-лайн заявку ? ",16
3071,3071,3071,"Я хотела бы оформить кредит,спец предложение 53000 на 5лет под14.9,подскажите как оформить ",16
3072,3072,3072,"А во вторых, Хочу получить кредитную карту или кредитный лимит на Свою дебетовую карту, Вашего же банка! ",16
3073,3073,3073,Здравствуйте как взять кредит в сбербанк онлайне? ,16
3074,3074,3074,"Добрый день, Елена. Как можно взять кредит. ",20
3075,3075,3075,Я хотел бы узнать на какой номер у меня привязана карта ,0
3076,3076,3076,Здравствуйте хочю взять кредит ,20
3077,3077,3077,Здравствуйте я хочу взять  кредит  на сумму 100000тр что мне для этого нужно сделать  ,51
3078,3078,3078,"Здравствуйте!  Подскажите пожалуйста,  я забыл пин-код на карте,  что нужно сделать?  Спасибо!  ",4
3079,3079,3079,"Хочу оформить кредит,подскажите? Мне на телефон пришла СМС с кодом. ",32
3080,3080,3080,Меня интересует  одобрит ли мне банк эту сумму и какая процентная ставка и сколько я в месяц буду платить ,65
3081,3081,3081,Мне нужен не большой кредит ,20
3082,3082,3082,"Добрый день,Андрей. На данный момент я в декретном отпуске, сумма  кредита нужна маленькая. Что посоветуете?  ",52
3083,3083,3083,Если откажут в запросе на кредитную карту через какое время можно подать заявку повторно? ,60
3084,3084,3084,Хотел бы узнать есть для меня специальные предложения? ,32
3085,3085,3085,Здравствуйте Светлана такой вопрос сегодня часа в 2 по местному предварительно оформил кредит на сумму 130000 сказали что в течении дня совершиться перевод на карту я клиент сбербанка. Но деньги так и не перевели можно ли это считать отказом мне в кредите? ,47
3086,3086,3086,Интересует кредит в сумме 300000 тысяч рублей ,20
3087,3087,3087,"Здравствуйте , хотели бы взять кредит наличными  ",20
3088,3088,3088,Хочу заявку на кредит оставить  ,16
3089,3089,3089,"Что мне надо зделать что бы подать заявку на рассмотрение, ",16
3090,3090,3090,добрый день. Возможно ли получить кредит на сумму до 70 тыс рублей не имея официального трудоустройства<U+FF1F> ,51
3091,3091,3091,Здравствуйте. Подскажите  если мне насчитали ипотеку и мне надотплатить каждый месяц по 34000. Могу ли я платить больше этой суммы  в месяц и будут ли пересчитывать кредит?  ,59
3092,3092,3092,Хочу получит кредит чтобы купить земельный участок для строительства дома ,51
3093,3093,3093,"У меня взята Ипотека , могу ли я изменить процентную ставку? ",51
3094,3094,3094,Скажите я планирую покупать паркинг для автомобилей и хотел взять у вас кредит подскажите что для этого нужно сумма кредита 300000руб ,51
3095,3095,3095,Я получаю пенсию по потере кормильца.могу ли я взять кредит для разведения личного подсобного хозяйства? ,52
3096,3096,3096,Могу ли я взять кредит?  ,20
3097,3097,3097,"скажите пожалуйста, сколько может обрабатываться онлайн заявка на кредит. заявку я делал 10.06.2017.и не получил ответа. ",44
3098,3098,3098,"Добрый день. Могу ли я подать заявку на получение ипотеки в городе Санкт-Петербург, если я зарегистрирован в Краснодарском крае? Потребуется ли временная регистрация в этом случае?  ",51
3099,3099,3099,Хотелось бы взять кредит на сумму 50000рублей  ,20
3100,3100,3100,"Здравствуйте. Я оставляла заявку на кредит в сбербанк онлайн. Раньше она высвечивалась, а теперь почему то нет ",36
3101,3101,3101,"Здравствуйте,  как подключить услугу мобильный банк?  ",17
3102,3102,3102,Расяитать кредит на автомобиль ,75
3103,3103,3103,"Могу ли я взять в кредит если мне 19лет, и не работаю ",52
3104,3104,3104,"Здраствуйте, хочу оформить кредит ",20
3105,3105,3105,Заявку оформить как можно? ,16
3106,3106,3106,Мне нужно подобрать вклад. ,18
3107,3107,3107,Добрый вечер. Могу ли  я оформить онлайн заявку на кредитную карту? ,16
3108,3108,3108,Наталия здравствуйте подскажите как мне взять кредит на карту  ,16
3109,3109,3109,Стоит какой-то рут не могу делать переводы как удалить рут ,0
3110,3110,3110,Добрый день Анастасия) я хотел бы преобрести кредит для покупки недвижемости ,20
3111,3111,3111,Мне вчера на карту в Башкортостан из Питера наличными зачислить 3000  денег нет все еще  ,70
3112,3112,3112,Хочу взять кредит на сумму 100 ,51
3113,3113,3113,"Скажите, в какой срок можно снять наличными большую сумму денег (более 1 000 000 рублей) со вклада? ",57
3114,3114,3114,Я хочу взять кредит на сумму до 100000 ,20
3115,3115,3115,Хочу взять кредит ,20
3116,3116,3116,Я хочу взять кредит ,20
3117,3117,3117,Длбрый вечер. Подскажите пожалуйста. Мне менять карту в конце этого  года могу ли я когда буду менять ее выбрать свой дизайн?  ,55
3118,3118,3118,"Добрый день, что делать забыл пин код от карты ",4
3119,3119,3119,Мне нужны деньги ,20
3120,3120,3120,"при подачи заявления на кредит с поручителем, учитывается ли у них кредитная история и наличие кредитов? ",0
3121,3121,3121,В каком разделе адреса оценочных компаний ,41
3122,3122,3122,"Здравствуйте, мне кредит карта нужно как я могу получить  ",16
3123,3123,3123,"заказал карту на сайте сбера, и теперь меня поддержка убеждает что я ни чего не отправлял. Буду вам всем писать, что бы вы искали мою карту. ",35
3124,3124,3124,могу ли я рассчитать в вашем калькуляторе онлайн выплаты на нецелевой кредит под залог недвижимост? ,0
3125,3125,3125,Хотели бы взять кредит на строительство дома и погасить его средствами материнского капитала. Как это можно сделать? ,52
3126,3126,3126,"добрый день у меня ипотека в сбербанке по 11,9 проц. сейчас у вас как я понимаю 10.7 я как-то могу пересчитай свою ипотеку под новый процент ",12
3127,3127,3127,Хочу взять кредит ,20
3128,3128,3128,Здравствуйте у вас почему то не могу найти калькулятор для расчета ,0
3129,3129,3129,здраствуйте одобрит ли мне ипотеку ,51
3130,3130,3130,Здравствуйте. Мне отправили доллары из-за рубежа из иностранного банка в Россию. Как долго мне ждать перевода? ,58
3131,3131,3131,"Как я могу получить кредит на сбербанк кредит, он-лайн? ",16
3132,3132,3132,Взять кредит на постройку дома на5 лет 1000000 р ,51
3133,3133,3133,С телефона можно подключить услугу мобильный банк ,17
3134,3134,3134,"сегодня я хотел оыормить кредит 15000 тыс. руб. мне отказали, почему? ",72
3135,3135,3135,"Скажите, если я подписала кредитный договор на ипотеку и закладную и банке,  но продовец не выплняет обещанные условия и я хочу расторгнуть договор кредитования, сделка еще не состоялась ",0
3136,3136,3136,Мне нужны деньги на 1 месяц без процентов 100000р. ,20
3137,3137,3137,я сейчас оплатила госпошлину в банкомате и банкомат не выдал мне чек ,22
3138,3138,3138,"Добрый вечер! Подскажите пожалуйста, какую процентную ставку по ипотечному кредиту я получу. Если это будет вторичное жилье с 20% первым взносом ",52
3139,3139,3139,Оператор завершил работу с окном чата.,51
3140,3140,3140,"Я хотела бы ипотеку оформить, подскажите где бланк взять  ",16
3141,3141,3141,пришла смс с предложением кредита и кодом где можно проконсультироваться на красных партизан 1.5 часа без толку просидел ,32
3142,3142,3142,КАКОЙ СУТОЧНЫЙ ЛИМИТ НА СНЯТИЕ НАЛИЧНЫХ ПО КАРТЕ VISA GOLD В ДЕНЬ ,50
3143,3143,3143,"Здравствуйте!!! Я бы хотела взять кредитную карту сбербанка на личные нужны,скажите можно ли мне её оформить и получить? ",54
3144,3144,3144,через сбербанк онлайн отправил запрос на кредит. уже неделю заявка находится в статусе обработки. не могли бы вы сказать с чем это связано? ,44
3145,3145,3145,Как мне взять у вас денег ,20
3146,3146,3146,Здравствуйте! Я бы хотела оформить кредит на20000 я не работаю получаю алименты и пособие  ,52
3147,3147,3147,Валерия мне нужно аформить кредитную карточу ,16
3148,3148,3148,потерял телефон на нем подключен онлайн сбербанк как отключить ,14
3149,3149,3149,Мне нужна кредитная карта ,19
3150,3150,3150,"Заказал карту в интернете выбрал где забрать карту , через которое время она будет готова? ",43
3151,3151,3151,Получение коедита 150 000р. ,20
3152,3152,3152,Мне предложили через сбер банк онлайн открыть карту на 100000.могу ли я поменять лимит? ,10
3153,3153,3153,Мне звонили насчет кредита с вашей линии ,32
3154,3154,3154,Что такое закладная по ипотеке? ,0
3155,3155,3155,По кредиту  ,20
3156,3156,3156,Хочу взять кредит на окна около 25.000 на год ,20
3157,3157,3157,Хочу взять кредит ,20
3158,3158,3158,ХОТЕЛА ЗАЯВКУ ДАТЬ НА 500 ТЫС РУБ  ,16
3159,3159,3159,Как подключить быстрый платеж ,17
3160,3160,3160,"Здравствуйте, хотела узнать о предложение кредита ",32
3161,3161,3161,Как открыть калькулятор расчета ипотеки? ,0
3162,3162,3162,А уведомление об этом ему не пришло. Как можно восстановить это уведомление?  ,69
3163,3163,3163,Здравствуйте хочу увеличить лимит кредитной карты  ,10
3164,3164,3164,Я получаю зарплату в вашем банке имею кридитку вашего банка но 5 лет мне не одобряют кредит.что мне сделать чтоб взять погасить кредитку и немного оставить на небольшие расходы ,72
3165,3165,3165,Подскажите как получить кридит на карту сбербанка не ходя в банк ,16
3166,3166,3166,"Нет ,самая минимальная стака на сегодня сколько?  ",51
3167,3167,3167,Как перевести.дееньги с карты сбербанка на карту романа по телефону  ,29
3168,3168,3168,Я бы хотела пополнить лимит своей кредитной карты viza ,10
3169,3169,3169,Хочу оформить кредитную карту ,16
3170,3170,3170,"Добрый вечер, на мою зарплатную карту пришло поступление ,как я могу уточнить источник поступления,по банковской выписке в сбербанк онлайн не ясно ",34
3171,3171,3171,Хотел бы узнать на какой стадии рассмотрение моей заявки на кредит ,36
3172,3172,3172,Здравствуйте Елена подскажите пожалуйста (мне 30 лет и хочу взять ипотеку на 10 лет 830 000руб) мне её под какой процент могут дать? если я никогда не брал кредитов лишь в вашем банке делал вклад  ,52
3173,3173,3173,Хочу узнать как взять на покупку автомобиля  кредит  ,20
3174,3174,3174,Добрый день. Как уменьшить кредитный лимит по карте? ,10
3175,3175,3175,Здравствуйте можно подать заявку на кредит ,16
3176,3176,3176,"Здравствуйте, вчера получила новую зарплатную &amp, quot, мир&amp, quot,  и дали ещё подарочную карту. В Сбербанк онлайн показывает кредит на сумму 91000 на подарочной карте. Как это понять? Нам не нужен кредит ",0
3177,3177,3177,Хочу оформить Кредитную карту ,16
3178,3178,3178,Скажите у меня было персональное предложение.  Как узнать?  ,32
3179,3179,3179,Какая последовательность входа в сбербанк онлайн ,2
3180,3180,3180,Я хотела взять кредит ,20
3181,3181,3181,Что нужно для перевода мне на пластик из за границы? ,58
3182,3182,3182,"Здравствуйте, могули я оформить кредит на сумму 25000т.р? ",51
3183,3183,3183,"Елена,здравствуйте, я хотела бы оформить кредит ",16
3184,3184,3184,"Здравствуйте! Можно ли мне взять кредит на покупку жилья, но при этом я нигде не работаю, сижу по уходу за ребёнком - инвалидом. Полностью за месяц у нас выходит 20 тыс руб.? ",51
3185,3185,3185,как можно заказать карту  с индивидуальным дизайном? У меня в июле заканчивается срок действия карты виза классик.  На сайте СБ указаны только про новые карты и картинки трансформеров.  ,16
3186,3186,3186,Как можно взять кредит если нет кредитной истории ,51
3187,3187,3187,Кредит хочу взять куда меня обращаться ,16
3188,3188,3188,Здравствуйте.  Я нахожусь в Греции. Хочу положить евро на обычную молодёжной карту. Как это это будет происходить? По какому курсу проходит конвертация? Взимается ли комиссия? ,50
